Input,Percentage
233,0.066
670,0.075
97,0.078
223,0.147
886,0.081
882,0.099
460,0.073
574,0.108
66,0.096
797,0.096
723,0.111
322,0.098
423,0.11
848,0.085
774,0.076
295,0.103
354,0.086
361,0.089
51,0.086
254,0.089
47,0.112
62,0.107
969,0.094
211,0.081
518,0.115
410,0.127
273,0.11
230,0.122
505,0.077
704,0.064
577,0.127
475,0.106
504,0.099
378,0.078
896,0.118
593,0.106
962,0.114
50,0.091
277,0.086
488,0.096
659,0.113
572,0.076
985,0.102
661,0.105
424,0.11
927,0.103
698,0.125
559,0.138
746,0.112
52,0.098
304,0.077
73,0.085
311,0.117
100,0.107
318,0.074
30,0.098
261,0.098
356,0.107
357,0.113
905,0.075
155,0.088
757,0.096
324,0.095
845,0.105
583,0.084
394,0.109
411,0.091
923,0.077
950,0.073
366,0.097
902,0.109
585,0.113
305,0.146
987,0.109
403,0.112
167,0.116
183,0.117
586,0.103
922,0.082
632,0.115
413,0.092
666,0.079
11,0.108
671,0.098
98,0.088
766,0.117
397,0.091
960,0.122
903,0.078
124,0.116
69,0.102
540,0.091
338,0.057
921,0.11
140,0.119
739,0.104
12,0.12
605,0.096
564,0.07
747,0.09
538,0.115
105,0.084
900,0.123
867,0.101
624,0.09
993,0.085
452,0.086
429,0.1
462,0.08
375,0.093
154,0.084
759,0.14
325,0.106
693,0.117
849,0.082
680,0.09
658,0.097
933,0.105
594,0.115
948,0.087
832,0.122
339,0.122
317,0.131
791,0.101
427,0.077
926,0.082
805,0.092
79,0.092
5,0.1
78,0.097
126,0.134
369,0.097
1,0.065
702,0.085
891,0.07
187,0.102
212,0.114
602,0.077
309,0.093
729,0.102
854,0.085
984,0.091
880,0.09
445,0.156
998,0.108
931,0.091
885,0.117
141,0.063
345,0.075
67,0.098
454,0.133
287,0.099
353,0.11
456,0.107
717,0.124
712,0.079
979,0.094
523,0.133
677,0.122
966,0.124
618,0.11
674,0.08
207,0.097
929,0.093
526,0.085
544,0.112
197,0.084
116,0.126
956,0.138
861,0.098
396,0.079
221,0.122
28,0.097
251,0.074
264,0.076
732,0.088
775,0.101
983,0.091
692,0.072
125,0.064
71,0.12
823,0.068
965,0.106
168,0.094
788,0.107
288,0.085
104,0.075
709,0.123
733,0.105
120,0.094
253,0.106
688,0.114
244,0.107
122,0.117
181,0.091
697,0.078
319,0.146
915,0.1
714,0.092
866,0.129
515,0.095
442,0.094
332,0.096
6,0.13
172,0.092
708,0.13
321,0.091
414,0.102
171,0.09
457,0.077
169,0.072
507,0.097
483,0.097
352,0.109
199,0.093
200,0.12
837,0.11
271,0.114
59,0.074
830,0.094
552,0.091
296,0.098
27,0.092
795,0.107
463,0.101
841,0.088
219,0.089
964,0.104
614,0.104
299,0.094
786,0.118
39,0.122
201,0.105
606,0.1
761,0.12
745,0.088
425,0.123
350,0.088
367,0.113
626,0.09
967,0.09
508,0.093
542,0.081
365,0.09
952,0.128
627,0.111
917,0.089
381,0.082
77,0.096
190,0.098
864,0.092
137,0.108
138,0.081
398,0.126
259,0.054
945,0.093
636,0.106
250,0.072
651,0.11
978,0.087
768,0.11
402,0.1
897,0.082
102,0.102
650,0.097
433,0.094
334,0.082
298,0.136
498,0.096
678,0.092
514,0.102
450,0.109
740,0.101
260,0.107
869,0.151
130,0.116
88,0.108
235,0.084
344,0.123
620,0.099
812,0.131
358,0.102
806,0.109
371,0.099
995,0.12
468,0.097
46,0.099
110,0.105
241,0.085
928,0.083
170,0.109
744,0.093
856,0.088
