Input,Percentage
233,0.073
670,0.107
97,0.108
223,0.094
886,0.102
882,0.121
460,0.091
574,0.088
66,0.103
797,0.118
723,0.097
322,0.098
423,0.117
848,0.068
774,0.107
295,0.102
354,0.119
361,0.099
51,0.097
254,0.072
47,0.07
62,0.109
969,0.106
211,0.091
518,0.111
410,0.095
273,0.072
230,0.098
505,0.116
704,0.113
577,0.108
475,0.101
504,0.095
378,0.088
896,0.108
593,0.081
962,0.104
50,0.104
277,0.109
488,0.088
659,0.098
572,0.087
985,0.1
661,0.105
424,0.109
927,0.1
698,0.071
559,0.071
746,0.133
52,0.123
304,0.116
73,0.093
311,0.073
100,0.1
318,0.097
30,0.091
261,0.103
356,0.107
357,0.085
905,0.089
155,0.123
757,0.109
324,0.099
845,0.083
583,0.091
394,0.077
411,0.109
923,0.095
950,0.119
366,0.122
902,0.111
585,0.077
305,0.103
987,0.121
403,0.087
167,0.102
183,0.103
586,0.102
922,0.089
632,0.122
413,0.122
666,0.104
11,0.111
671,0.11
98,0.069
766,0.079
397,0.115
960,0.108
903,0.113
124,0.11
69,0.076
540,0.094
338,0.09
921,0.122
140,0.109
739,0.11
12,0.102
605,0.1
564,0.121
747,0.115
538,0.101
105,0.106
900,0.118
867,0.079
624,0.075
993,0.109
452,0.096
429,0.1
462,0.108
375,0.104
154,0.073
759,0.111
325,0.126
693,0.109
849,0.128
680,0.099
658,0.091
933,0.076
594,0.126
948,0.09
832,0.099
339,0.098
317,0.1
791,0.074
427,0.104
926,0.11
805,0.082
79,0.114
5,0.102
78,0.072
126,0.079
369,0.121
1,0.109
702,0.091
891,0.082
187,0.084
212,0.064
602,0.091
309,0.096
729,0.111
854,0.104
984,0.105
880,0.071
445,0.1
998,0.098
931,0.082
885,0.112
141,0.111
345,0.106
67,0.078
454,0.124
287,0.105
353,0.087
456,0.112
717,0.118
712,0.071
979,0.094
523,0.106
677,0.101
966,0.089
618,0.105
674,0.094
207,0.092
929,0.099
526,0.096
544,0.108
197,0.125
116,0.079
956,0.091
861,0.091
396,0.133
221,0.093
28,0.095
251,0.09
264,0.077
732,0.112
775,0.119
983,0.103
692,0.114
125,0.129
71,0.105
823,0.078
965,0.093
168,0.109
788,0.124
288,0.1
104,0.112
709,0.073
733,0.09
120,0.127
253,0.106
688,0.088
244,0.114
122,0.099
181,0.074
697,0.082
319,0.114
915,0.094
714,0.085
866,0.106
515,0.078
442,0.095
332,0.097
6,0.114
172,0.113
708,0.113
321,0.093
414,0.081
171,0.11
457,0.103
169,0.118
507,0.119
483,0.109
352,0.066
199,0.086
200,0.101
837,0.108
271,0.122
59,0.108
830,0.072
552,0.089
296,0.102
27,0.101
795,0.099
463,0.104
841,0.101
219,0.069
964,0.11
614,0.103
299,0.114
786,0.121
39,0.11
201,0.083
606,0.097
761,0.108
745,0.12
425,0.111
350,0.114
367,0.076
626,0.083
967,0.104
508,0.124
542,0.104
365,0.104
952,0.114
627,0.088
917,0.099
381,0.101
77,0.099
190,0.091
864,0.115
137,0.096
138,0.088
398,0.101
259,0.105
945,0.09
636,0.117
250,0.092
651,0.087
978,0.081
768,0.099
402,0.118
897,0.096
102,0.093
650,0.099
433,0.075
334,0.121
298,0.119
498,0.105
678,0.105
514,0.101
450,0.083
740,0.075
260,0.098
869,0.096
130,0.109
88,0.11
235,0.09
344,0.079
620,0.116
812,0.111
358,0.113
806,0.112
371,0.115
995,0.07
468,0.091
46,0.119
110,0.1
241,0.097
928,0.133
170,0.082
744,0.072
856,0.107
164,0.109
40,0.106
272,0.116
31,0.096
284,0.085
127,0.107
780,0.111
41,0.098
785,0.105
383,0.129
519,0.085
500,0.082
441,0.098
315,0.094
943,0.12
393,0.088
772,0.094
781,0.088
406,0.095
408,0.143
588,0.107
65,0.12
762,0.113
87,0.095
274,0.096
860,0.124
700,0.116
355,0.103
326,0.108
278,0.064
649,0.073
360,0.089
634,0.123
291,0.108
330,0.093
234,0.1
846,0.077
185,0.092
592,0.1
690,0.103
506,0.119
364,0.094
972,0.08
509,0.064
568,0.112
265,0.123
314,0.11
392,0.102
472,0.099
484,0.085
834,0.064
535,0.102
464,0.102
842,0.097
543,0.104
916,0.086
773,0.053
522,0.095
803,0.106
229,0.108
990,0.109
875,0.103
374,0.081
937,0.081
909,0.098
977,0.083
118,0.117
722,0.106
898,0.092
173,0.095
276,0.101
652,0.111
851,0.11
286,0.11
487,0.081
119,0.085
368,0.106
631,0.099
114,0.11
767,0.13
935,0.1
589,0.087
879,0.11
782,0.083
232,0.103
513,0.106
821,0.091
494,0.084
689,0.087
228,0.094
771,0.099
765,0.117
920,0.104
188,0.086
85,0.076
389,0.096
479,0.13
143,0.109
906,0.086
92,0.109
448,0.091
862,0.069
502,0.093
944,0.102
461,0.101
681,0.095
436,0.119
857,0.08
847,0.098
691,0.108
719,0.102
492,0.106
881,0.109
545,0.077
306,0.07
743,0.127
215,0.113
101,0.1
705,0.103
382,0.095
814,0.077
992,0.113
206,0.102
557,0.113
838,0.099
194,0.117
531,0.079
737,0.09
485,0.112
828,0.132
707,0.1
123,0.105
621,0.089
203,0.062
800,0.119
262,0.1
327,0.106
48,0.106
807,0.123
801,0.07
863,0.085
129,0.101
434,0.134
177,0.091
310,0.092
738,0.097
440,0.083
8,0.105
263,0.123
91,0.11
657,0.106
268,0.107
451,0.078
135,0.093
151,0.122
999,0.112
779,0.097
942,0.119
571,0.08
813,0.086
638,0.114
844,0.115
833,0.105
391,0.104
300,0.104
255,0.093
529,0.095
204,0.108
769,0.097
486,0.1
941,0.117
58,0.103
576,0.086
17,0.109
242,0.111
563,0.105
695,0.107
86,0.097
874,0.097
734,0.102
790,0.115
149,0.093
802,0.109
111,0.103
787,0.101
938,0.083
9,0.118
537,0.12
61,0.089
573,0.115
430,0.097
534,0.07
4,0.098
617,0.115
703,0.115
892,0.081
362,0.123
877,0.115
890,0.093
21,0.105
836,0.141
481,0.087
961,0.097
758,0.094
109,0.064
184,0.112
547,0.119
610,0.108
925,0.095
591,0.107
176,0.094
783,0.091
810,0.097
973,0.096
431,0.115
852,0.113
395,0.111
44,0.079
721,0.108
444,0.113
895,0.134
289,0.105
672,0.119
804,0.073
449,0.081
412,0.108
870,0.103
974,0.119
2,0.109
976,0.092
237,0.063
72,0.108
597,0.102
524,0.111
996,0.09
249,0.115
859,0.067
443,0.087
349,0.09
503,0.089
205,0.109
615,0.108
386,0.089
285,0.092
178,0.103
975,0.119
376,0.102
878,0.102
377,0.102
308,0.083
533,0.103
530,0.119
180,0.11
385,0.1
668,0.101
182,0.088
607,0.086
236,0.11
491,0.081
292,0.08
512,0.093
243,0.104
290,0.093
193,0.107
446,0.118
776,0.103
202,0.102
911,0.112
329,0.086
981,0.08
68,0.115
914,0.117
736,0.12
816,0.122
421,0.086
489,0.073
162,0.126
760,0.108
240,0.106
45,0.102
186,0.118
458,0.079
136,0.096
270,0.107
54,0.106
811,0.096
994,0.112
553,0.104
35,0.069
596,0.086
794,0.087
516,0.106
770,0.116
210,0.109
817,0.058
855,0.091
955,0.127
645,0.08
20,0.093
889,0.123
490,0.1
609,0.071
387,0.113
829,0.125
699,0.106
258,0.118
390,0.101
142,0.075
80,0.093
939,0.113
160,0.108
409,0.109
919,0.103
323,0.093
872,0.087
753,0.107
982,0.114
980,0.11
808,0.101
749,0.126
337,0.081
195,0.103
471,0.113
947,0.126
754,0.097
419,0.119
331,0.083
835,0.075
818,0.118
685,0.099
715,0.106
603,0.121
792,0.11
10,0.071
936,0.119
81,0.083
887,0.099
139,0.115
328,0.091
713,0.081
625,0.065
940,0.114
716,0.103
307,0.084
25,0.123
630,0.129
226,0.079
963,0.107
590,0.093
913,0.104
493,0.119
297,0.097
302,0.089
521,0.087
415,0.105
266,0.075
827,0.111
893,0.098
726,0.099
42,0.091
971,0.109
438,0.103
558,0.107
755,0.106
865,0.108
320,0.083
370,0.077
731,0.103
725,0.113
275,0.107
608,0.113
351,0.085
225,0.084
99,0.101
924,0.117
679,0.114
106,0.105
946,0.097
482,0.073
831,0.101
598,0.102
748,0.114
527,0.103
825,0.105
587,0.111
407,0.072
466,0.128
267,0.106
684,0.089
26,0.128
148,0.099
437,0.082
850,0.078
158,0.096
246,0.116
815,0.113
720,0.121
989,0.096
888,0.081
682,0.094
343,0.093
988,0.082
257,0.127
7,0.091
662,0.097
435,0.107
238,0.111
953,0.103
840,0.115
548,0.113
899,0.086
894,0.08
623,0.122
653,0.112
426,0.1
117,0.118
422,0.111
474,0.073
824,0.107
986,0.116
342,0.102
107,0.115
218,0.122
724,0.071
75,0.098
873,0.103
417,0.097
567,0.108
683,0.095
868,0.081
991,0.071
56,0.093
784,0.091
525,0.108
901,0.113
96,0.105
43,0.085
465,0.1
157,0.111
196,0.102
359,0.106
165,0.088
131,0.088
341,0.072
569,0.111
778,0.111
283,0.117
428,0.087
763,0.096
595,0.063
819,0.09
150,0.132
439,0.09
294,0.118
904,0.11
556,0.081
134,0.082
453,0.101
363,0.113
741,0.101
495,0.104
293,0.107
3,0.088
281,0.104
217,0.116
95,0.068
432,0.109
216,0.097
604,0.1
121,0.084
191,0.099
57,0.106
701,0.097
192,0.092
189,0.085
303,0.083
710,0.11
619,0.091
467,0.097
616,0.111
954,0.097
622,0.069
247,0.067
220,0.109
646,0.097
18,0.107
968,0.101
248,0.092
675,0.069
853,0.109
335,0.103
222,0.096
83,0.104
282,0.116
373,0.075
84,0.108
198,0.093
401,0.091
789,0.092
883,0.11
822,0.096
245,0.082
579,0.107
227,0.115
520,0.094
643,0.122
912,0.104
153,0.09
152,0.09
37,0.125
144,0.115
580,0.099
478,0.093
644,0.081
751,0.07
473,0.117
208,0.112
951,0.1
826,0.099
63,0.114
871,0.092
455,0.099
313,0.107
957,0.094
718,0.121
74,0.107
416,0.106
908,0.103
669,0.114
400,0.095
76,0.092
15,0.096
501,0.092
876,0.083
727,0.079
340,0.106
146,0.137
269,0.12
252,0.103
958,0.084
694,0.095
13,0.116
279,0.101
459,0.103
174,0.111
728,0.106
687,0.085
798,0.11
809,0.125
907,0.091
647,0.105
49,0.113
333,0.079
23,0.066
405,0.117
742,0.122
570,0.098
470,0.107
562,0.12
53,0.064
642,0.109
404,0.094
656,0.083
33,0.09
528,0.108
640,0.081
665,0.106
36,0.088
599,0.104
477,0.101
90,0.1
641,0.1
112,0.074
113,0.113
584,0.112
730,0.101
735,0.114
660,0.113
19,0.048
600,0.102
115,0.115
884,0.116
209,0.112
166,0.115
60,0.08
70,0.086
16,0.106
796,0.109
347,0.115
336,0.116
497,0.109
346,0.084
566,0.1
420,0.101
213,0.117
549,0.091
156,0.13
839,0.079
103,0.064
128,0.11
348,0.098
469,0.094
959,0.113
541,0.093
711,0.083
447,0.086
639,0.112
820,0.118
655,0.11
581,0.117
93,0.08
64,0.071
934,0.125
301,0.131
949,0.083
161,0.106
637,0.11
399,0.07
22,0.106
55,0.102
554,0.105
930,0.099
179,0.093
663,0.071
34,0.089
89,0.12
312,0.099
418,0.083
147,0.109
764,0.096
551,0.082
133,0.121
517,0.101
379,0.102
932,0.097
94,0.115
575,0.066
163,0.095
496,0.1
628,0.08
918,0.085
654,0.115
676,0.086
175,0.083
664,0.098
239,0.108
560,0.112
108,0.12
582,0.108
38,0.092
546,0.096
372,0.112
231,0.094
793,0.099
686,0.096
612,0.088
388,0.069
1000,0.105
565,0.108
635,0.088
633,0.103
380,0.084
214,0.089
316,0.068
480,0.123
29,0.101
384,0.095
555,0.117
32,0.105
24,0.091
510,0.111
511,0.108
858,0.115
648,0.103
673,0.108
539,0.086
132,0.116
696,0.084
777,0.117
14,0.113
578,0.106
613,0.077
256,0.083
997,0.115
550,0.098
561,0.085
280,0.107
611,0.109
843,0.082
159,0.112
750,0.1
756,0.098
145,0.113
629,0.122
752,0.073
82,0.105
667,0.097
970,0.089
536,0.108
476,0.12
532,0.088
910,0.089
499,0.097
224,0.112
601,0.094
799,0.114
706,0.127
