Input,Percentage
520,7.5E-4
598,0.01825
329,5.0E-4
911,0.119
395,0.33575
873,0.0
74,0.0265
616,0.01
802,0.11575
830,0.333
255,0.0
692,0.024
244,0.0
856,0.244
511,0.2935
467,0.00775
672,0.01725
913,0.0
965,0.22975
422,0.22125
982,0.00975
341,0.01425
455,0.0
59,0.40725
215,0.15225
177,0.014
544,0.0015
682,0.0
72,0.3275
415,0.09225
844,0.0165
99,0.01525
667,0.0
660,0.3345
767,0.11675
462,0.009
220,0.0285
570,0.0455
76,0.377
315,0.0
943,0.01925
484,0.00775
207,0.111
709,0.303
5,0.0
599,0.0305
406,0.00575
523,0.08475
579,0.264
658,0.0
309,0.01575
23,0.007
745,0.23925
37,0.2785
143,0.003
79,0.01075
272,0.0
661,0.2685
328,0.30425
195,0.005
744,0.0305
281,0.0
617,0.25675
50,0.2065
863,0.0045
81,0.01025
231,0.0
927,0.323
684,0.08
887,0.02025
31,0.0045
22,0.0
936,0.38725
475,0.14
677,0.016
926,0.004
130,0.00675
189,0.415
142,0.058
294,0.0145
685,0.01575
761,0.1315
569,0.3045
676,0.0
257,0.01975
662,0.00675
800,0.14425
106,0.38025
95,0.0
995,0.0265
524,0.00675
894,0.18475
609,0.232
46,0.0
775,0.03075
476,0.0
70,0.2445
957,0.29575
717,0.00775
111,0.0185
348,0.0
954,0.24275
340,0.23425
413,0.0135
424,0.04525
399,0.0
951,0.39875
352,0.1
298,0.00325
498,0.00575
603,0.0
978,0.31125
648,0.10475
827,0.014
595,0.00875
386,0.0
117,0.4105
28,0.037
819,0.02
766,0.00575
989,0.097
107,0.38375
40,0.0
150,0.00425
877,0.01625
38,0.119
594,0.40375
950,0.0
901,0.02225
486,0.00925
699,0.1465
276,0.23825
172,0.00175
839,0.0345
880,0.0
48,0.2135
895,0.223
63,0.02
646,0.011
724,0.0
797,0.28825
492,0.21075
381,0.019
159,0.03775
382,0.0
43,0.315
868,0.12075
11,0.011
552,0.05225
747,0.0
297,0.3155
665,0.1005
548,7.5E-4
409,0.00825
262,0.0
77,0.44575
51,0.04725
945,0.014
313,0.0
507,0.02975
403,0.38625
342,0.0
606,0.03875
813,0.00225
284,0.10575
273,0.34025
835,0.0
372,0.0185
838,0.019
996,0.12625
282,0.26875
864,0.0
779,0.014
32,0.0015
910,0.1905
845,0.2385
87,0.00525
290,0.01175
940,0.0
289,0.181
562,0.222
535,0.0155
115,0.00575
448,0.0
693,0.3895
972,0.1605
671,0.00575
242,0.01225
264,0.0
234,0.382
787,0.115
649,0.00275
442,0.011
118,0.0
161,0.341
695,0.066
897,0.02575
984,0.025
162,0.0545
468,0.47875
675,0.0
89,0.03975
54,0.009
655,0.08225
824,0.31625
782,0.0
450,0.00975
102,0.0065
857,0.08625
265,0.35125
109,0.0
228,0.016
566,0.00175
210,0.23425
187,0.3135
208,0.02
837,0.00975
584,0.0
842,0.307
235,0.234
436,0.014
596,0.04225
29,0.0
820,0.2685
1,0.1955
979,0.00925
751,0.01
171,0.0
431,0.3435
419,0.102
268,0.013
632,0.014
706,0.0
516,0.3685
759,0.145
332,0.01075
291,0.008
66,0.06525
666,0.35325
365,0.0
258,0.01625
185,0.0145
229,0.1385
931,0.32225
918,0.0
144,0.0265
786,0.003
643,0.1495
970,0.31475
270,0.0
828,0.0365
542,0.00125
387,0.23675
129,0.26475
225,0.0
35,0.0235
136,0.0
466,0.24325
336,0.20425
882,0.00225
238,0.033
977,0.0
588,0.328
769,0.1415
383,0.03525
902,0.0185
618,0.0
885,0.33775
68,0.12225
224,0.02225
968,0.005
512,0.0
664,0.357
586,0.0995
732,0.0185
275,0.00975
783,0.01625
75,0.4045
311,0.0165
423,0.031
644,0.011
124,0.1425
752,0.32075
947,0.0
930,0.0135
549,0.00425
256,0.11575
683,0.31975
674,0.0
705,0.0175
274,0.00775
633,0.1435
218,0.29875
318,0.0055
572,0.039
317,0.0
832,0.247
42,0.23775
146,0.00325
232,0.008
287,0.0
460,0.27225
93,0.18025
304,0.008
638,0.014
56,0.0
924,0.2975
875,0.112
668,0.01125
953,0.04325
539,0.0
958,0.348
817,0.13
497,0.00475
506,0.0225
657,0.0
206,0.42425
407,0.0355
858,0.01825
485,0.0055
573,0.08775
47,0.388
854,0.0
973,0.0375
92,0.0035
928,0.15375
557,0.3875
489,0.0
80,0.0335
200,0.00825
435,0.16375
482,0.39175
826,0.0
502,0.017
526,0.00425
145,0.2375
346,0.2005
818,0.004
866,0.01425
110,0.0
319,0.238
760,0.21275
390,0.0
921,0.0285
993,0.0
60,0.33275
371,0.09325
412,0.01425
822,0.01175
141,0.0
183,0.3665
587,0.121
391,0.01375
809,0.00875
420,0.0
458,0.44175
736,0.053
55,0.023
626,0.011
360,0.067
891,0.39225
166,0.0
992,0.013
105,0.0015
571,0.09875
531,0.3465
377,0.0
991,0.01725
17,0.007
157,0.15675
886,0.296
580,0.0
478,0.047
847,0.00975
421,0.17725
955,0.25725
392,0.0105
698,0.03325
78,0.0
94,0.22275
567,0.2255
554,0.003
452,0.022
758,0.0
164,0.2985
823,0.15525
253,0.0105
860,0.04575
780,0.0
915,0.31925
369,0.0835
337,0.005
788,0.014
463,0.0
961,0.32375
198,0.08275
602,0.0135
411,0.01
537,0.03875
137,0.352
807,0.0
197,0.0055
389,0.018
165,0.1375
204,0.3005
174,0.0
778,0.02625
916,0.00275
536,0.113
308,0.30575
914,0.0
53,0.03025
771,0.001
125,0.17425
213,0.16125
128,0.0025
113,0.0185
985,0.0
590,0.232
848,0.2345
746,0.00275
939,0.02075
601,0.0
446,0.30375
57,0.1815
119,0.00875
650,0.02275
441,0.0
804,0.24775
582,0.0865
806,0.013
629,0.02625
881,0.0
27,0.363
20,0.11775
812,0.01575
83,0.024
862,0.02625
153,0.35625
889,0.0
963,0.01475
721,7.5E-4
487,0.12275
470,0.314
731,0.0
426,0.0275
499,0.00475
641,0.13625
735,0.31575
2,0.0
52,0.0235
385,0.0
239,0.2205
212,0.21325
368,7.5E-4
271,0.02375
790,0.0
841,0.2205
461,0.227
8,0.0015
219,0.02825
148,0.0
689,0.272
840,0.2235
85,0.00925
429,0.014
394,0.0
600,0.33825
534,0.0755
876,0.0185
504,0.018
249,0.0
194,0.39625
680,0.14525
808,0.0075
277,0.00375
69,0.01825
350,0.38975
393,0.04025
585,0.02375
591,0.0195
459,0.124
946,0.32825
343,0.0
597,0.038
500,0.0
58,0.11175
132,0.306
483,0.0
254,0.01
364,0.009
134,0.1555
339,0.32275
306,0.0055
563,0.0245
151,0.0
702,0.156
445,0.21675
932,0.01125
713,0.01625
743,0.0
663,0.247
152,0.2435
718,0.003
784,0.02
505,0.0
925,0.37675
263,0.11975
73,0.0175
614,0.0185
292,0.0
831,0.4065
748,0.09775
374,0.02225
480,0.0205
248,0.0
547,0.42875
61,0.0605
26,0.0145
907,0.0175
568,0.101
190,0.3675
610,0.0
266,0.028
755,0.00475
357,0.1455
981,0.31675
741,0.0
635,0.02575
155,0.004
777,0.2085
62,0.30725
316,0.0
361,0.01825
833,0.00225
964,0.2315
990,0.2525
593,0.0115
67,0.0245
373,0.0
564,0.26975
353,0.22125
888,0.0015
508,0.0065
494,0.0
654,0.33375
338,0.12925
645,0.00525
288,0.0075
437,0.0
707,0.32375
223,0.078
556,0.01025
260,0.0235
196,0.0
250,0.366
722,0.0465
529,0.021
18,0.01925
327,0.064
438,0.3385
108,0.0
433,0.031
398,0.0
690,0.15775
971,0.285
625,0.0
209,0.0175
349,0.00525
379,0.14575
974,0.217
565,0.0
71,0.0655
173,5.0E-4
384,0.23625
770,0.21225
816,0.0065
738,0.022
513,0.0
776,0.24075
496,0.18675
575,0.00925
147,0.02275
517,0.0
33,0.27825
730,0.128
514,0.00425
821,0.01375
473,0.0
44,0.39275
378,0.12975
300,0.01225
944,0.00125
201,0.0
726,0.38275
781,0.079
160,0.0065
789,0.008
560,0.057
1000,0.328
720,0.0
627,0.0165
158,0.0085
405,0.1055
691,0.3975
949,0.0
843,0.02525
240,0.0055
414,0.1605
456,0.2935
975,0.0
708,0.034
252,0.0065
388,0.16275
969,0.24475
471,0.0055
180,0.019
941,0.0
733,0.13675
121,0.22975
912,0.0065
527,0.02225
335,0.0
871,0.33
16,0.132
811,0.00275
605,0.01625
543,0.0
714,0.31525
678,0.14925
792,0.0025
656,0.0165
227,0.0
39,0.3335
203,0.099
322,0.0345
518,0.01425
577,0.0755
607,0.36625
872,0.0
729,0.0295
589,0.00175
439,0.127
14,0.3025
90,0.0
515,0.026
561,0.02125
532,0.12025
933,0.4065
997,0.0
427,0.03
453,0.00175
501,0.174
712,0.2845
417,0.0025
785,0.02475
604,0.0
181,0.22025
688,0.24975
521,0.007
112,0.02975
375,0.0
84,0.3045
163,0.14675
451,0.011
457,0.028
937,0.0
608,0.31975
576,0.113
540,0.0295
909,0.00575
999,0.0
861,0.29925
331,0.12175
723,0.041
135,0.018
363,0.014
440,0.3765
259,0.0545
935,0.014
4,0.00225
740,0.0795
267,0.425
408,0.0
904,0.0475
472,0.01125
768,0.1075
987,0.40725
481,0.0
558,0.02225
519,0.017
97,0.161
131,0.386
749,0.005
791,0.031
994,0.0
226,0.23475
299,0.153
884,0.0155
303,0.03325
443,0.0
7,0.257
578,0.223
9,0.00175
998,0.0145
330,0.0
139,0.32625
734,0.12
870,0.02125
867,0.0035
21,0.0
169,0.348
810,0.1245
24,0.01
634,0.0155
402,0.0
893,0.40475
853,0.068
355,0.00875
122,0.01125
879,0.1055
581,0.36225
613,0.0
694,0.02275
942,0.0015
321,0.11525
170,0.3505
404,0.0
199,0.01975
773,0.00425
962,0.16175
127,0.37725
126,0.0
728,0.045
592,0.0
326,0.283
6,0.25775
310,0.0075
214,0.02125
301,0.0
15,0.22675
834,0.26625
359,0.00675
697,0.00975
966,0.0
370,0.327
356,0.11375
491,0.01125
156,0.0195
765,0.0
899,0.35875
465,0.10075
750,0.0155
217,0.014
243,0.0
493,0.401
623,0.0865
351,0.00975
324,0.01525
628,0.0495
753,0.38125
716,0.0
367,0.00825
179,0.0
763,0.07175
883,0.3615
245,0.0
673,0.0205
799,0.00475
533,0.1915
583,0.2825
474,0.0
725,0.02825
934,5.0E-4
103,0.23475
3,0.28575
555,0.00675
120,0.03325
230,0.0
550,0.24375
88,0.2435
701,0.00675
91,0.01675
976,0.0
202,0.274
425,0.1825
774,0.0135
615,0.0135
814,0.0
503,0.29675
334,0.12125
922,0.013
681,0.01225
619,0.0
495,0.3265
133,0.086
711,0.0485
154,0.0185
261,0.034
679,0.43675
686,0.0
757,0.0175
320,0.00475
622,0.128
898,0.3815
919,0.0
803,0.032
138,0.01925
621,0.12825
659,0.36175
762,0.0
960,0.018
959,0.00225
36,0.209
829,0.21625
488,0.001
430,0.00975
700,0.0
312,0.29775
86,0.214
903,0.004
653,0.015
642,0.0
798,0.22
739,0.142
397,0.0065
801,0.04875
624,0.0
772,0.421
65,0.091
851,0.0065
100,2.5E-4
116,0.0
241,0.345
704,0.11925
869,0.0115
574,0.01775
938,0.05425
45,0.35675
211,0.0
251,0.00675
362,0.00675
307,0.12625
410,0.31575
380,0.0
12,0.028
280,0.02025
464,0.121
149,0.35075
620,0.0
123,0.02125
719,0.0135
545,0.227
836,0.26225
551,0.0015
296,0.01775
793,0.0
168,0.2725
859,0.191
896,0.016
345,0.015
630,0.0
140,0.28725
354,0.13375
186,0.0115
236,0.0225
647,0.0
323,0.42875
559,0.12825
849,0.0395
983,0.0165
905,0.0
546,0.4415
795,0.091
846,0.0185
929,0.02975
98,0.00725
715,0.3825
216,0.0285
528,0.01775
522,0.00875
637,0.0985
855,0.39475
302,0.0
269,0.0425
205,0.0075
396,0.11625
477,0.30175
104,0.0
366,0.035
636,0.02275
703,0.16575
639,0.30025
191,0.0
756,0.02425
687,0.0
49,0.2645
285,0.19825
434,0.01475
764,0.02675
737,0.0
948,0.1725
612,0.1905
449,0.00675
865,0.023
510,0.0
852,0.346
952,0.0945
175,0.01775
416,0.02125
358,0.0
293,0.38475
652,0.14575
553,0.002
509,0.01475
279,0.0
34,0.38325
278,0.048
400,0.01075
314,0.01225
541,0.08875
347,0.38075
19,0.0
305,0.028
325,0.01125
988,0.09575
286,0.40025
247,0.0
479,0.03425
986,0.008
401,0.198
376,0.279
96,0.0
710,0.02275
237,0.0
878,0.2155
651,0.2865
167,0.00825
114,0.0285
796,0.0
669,0.1955
908,0.28325
447,0.01175
10,0.01775
64,0.0
611,0.32975
432,0.13125
794,0.0285
530,0.0065
640,0.0
13,0.29
538,0.0825
696,0.01675
333,0.02275
192,0.0
923,0.2935
956,0.06125
825,0.02975
892,0.01175
805,0.079
906,0.44175
490,0.0
246,0.0385
917,0.00825
742,0.1
221,0.3155
967,0.0
900,0.025
874,0.018
295,0.16475
920,0.30275
670,0.0
815,0.01975
182,0.01075
176,0.23575
428,0.227
193,0.0235
188,0.01425
178,0.0
754,0.24175
890,0.18725
82,0.00625
233,0.01075
25,0.0
222,0.2675
631,0.14325
444,0.00175
850,0.0275
418,0.0
454,0.3195
283,0.1335
101,0.02925
980,0.0215
344,0.0
727,0.2975
41,0.0695
469,0.00575
525,0.00975
30,0.04375
184,0.4045
