Input,Percentage
233,0.0728
670,0.0882
97,0.112
223,0.1054
886,0.1054
882,0.1078
460,0.0918
574,0.0744
66,0.1122
797,0.102
723,0.107
322,0.1028
423,0.1092
848,0.0872
774,0.0876
295,0.1142
354,0.1072
361,0.1128
51,0.111
254,0.0834
47,0.0832
62,0.1092
969,0.1006
211,0.1098
518,0.1018
410,0.0952
273,0.0768
230,0.095
505,0.1092
704,0.1068
577,0.1036
475,0.1044
504,0.0856
378,0.0834
896,0.1122
593,0.11
962,0.0996
50,0.112
277,0.0888
488,0.0842
659,0.1006
572,0.1148
985,0.1026
661,0.105
424,0.1168
927,0.0826
698,0.0834
559,0.1046
746,0.109
52,0.1096
304,0.1002
73,0.0964
311,0.079
100,0.1048
318,0.113
30,0.106
261,0.115
356,0.103
357,0.0736
905,0.0976
155,0.106
757,0.0976
324,0.107
845,0.105
583,0.0968
394,0.0766
411,0.11
923,0.1126
950,0.108
366,0.1068
902,0.1032
585,0.0694
305,0.101
987,0.1108
403,0.099
167,0.1044
183,0.1102
586,0.0858
922,0.0772
632,0.1112
413,0.1082
666,0.1118
11,0.1022
671,0.0946
98,0.0734
766,0.1058
397,0.119
960,0.1126
903,0.0968
124,0.1124
69,0.0814
540,0.0848
338,0.1042
921,0.1138
140,0.1028
739,0.1034
12,0.0944
605,0.0748
564,0.0958
747,0.1144
538,0.1012
105,0.1074
900,0.1088
867,0.0782
624,0.0782
993,0.1178
452,0.1092
429,0.1056
462,0.106
375,0.0914
154,0.0766
759,0.1096
325,0.1088
693,0.1074
849,0.1152
680,0.1
658,0.092
933,0.0852
594,0.1046
948,0.102
832,0.0978
339,0.1242
317,0.0922
791,0.0752
427,0.104
926,0.115
805,0.1112
79,0.1108
5,0.104
78,0.0866
126,0.0864
369,0.1016
1,0.11
702,0.1046
891,0.1112
187,0.0866
212,0.0898
602,0.1112
309,0.1046
729,0.1032
854,0.099
984,0.1038
880,0.078
445,0.0926
998,0.1026
931,0.1152
885,0.1148
141,0.1068
345,0.085
67,0.0764
454,0.1086
287,0.104
353,0.1002
456,0.1104
717,0.109
712,0.078
979,0.1052
523,0.105
677,0.101
966,0.1024
618,0.1032
674,0.085
207,0.0872
929,0.105
526,0.0998
544,0.1006
197,0.1144
116,0.1018
956,0.0836
861,0.0976
396,0.1108
221,0.1086
28,0.0904
251,0.1092
264,0.0848
732,0.0786
775,0.1132
983,0.1056
692,0.1112
125,0.1106
71,0.1004
823,0.0688
965,0.1036
168,0.1216
788,0.11
288,0.1014
104,0.108
709,0.0924
733,0.0866
120,0.1214
253,0.11
688,0.102
244,0.1064
122,0.101
181,0.0696
697,0.1004
319,0.1138
915,0.1086
714,0.1024
866,0.1078
515,0.0786
442,0.0966
332,0.1096
6,0.104
172,0.1018
708,0.1074
321,0.0896
414,0.0842
171,0.1054
457,0.1072
169,0.1064
507,0.1162
483,0.1094
352,0.082
199,0.1016
200,0.1066
837,0.0974
271,0.1142
59,0.1092
830,0.085
552,0.0858
296,0.115
27,0.1136
795,0.1076
463,0.097
841,0.1058
219,0.0798
964,0.0946
614,0.1012
299,0.0988
786,0.114
