Input,Percentage
233,0.0695
670,0.084
97,0.112
223,0.1135
886,0.104
882,0.1
460,0.082
574,0.0785
66,0.125
797,0.1055
723,0.114
322,0.0995
423,0.1015
848,0.0895
774,0.1125
295,0.113
354,0.099
361,0.101
51,0.103
254,0.079
47,0.0835
62,0.1085
969,0.097
211,0.0885
518,0.107
410,0.103
273,0.0875
230,0.084
505,0.1025
704,0.101
577,0.1145
475,0.105
504,0.092
378,0.0925
896,0.1225
593,0.1145
962,0.1005
50,0.0845
277,0.093
488,0.095
659,0.1115
572,0.1135
985,0.0925
661,0.1055
424,0.097
927,0.072
698,0.0865
559,0.1055
746,0.116
52,0.107
304,0.102
73,0.089
311,0.0865
100,0.1065
318,0.1015
30,0.0935
261,0.114
356,0.1025
357,0.08
905,0.0885
155,0.104
757,0.1035
324,0.1
845,0.107
583,0.086
394,0.085
411,0.116
923,0.1105
950,0.1065
366,0.1005
902,0.1015
585,0.075
305,0.098
987,0.11
403,0.1085
167,0.0925
183,0.115
586,0.1025
922,0.0885
632,0.113
413,0.12
666,0.1135
11,0.1045
671,0.116
98,0.0875
766,0.097
397,0.1
960,0.0975
903,0.098
124,0.0965
69,0.0925
540,0.0845
338,0.0905
921,0.1035
140,0.1115
739,0.103
12,0.0815
605,0.0895
564,0.105
747,0.115
538,0.108
105,0.1075
900,0.112
867,0.0865
624,0.088
993,0.0995
452,0.099
429,0.103
462,0.097
375,0.1035
154,0.076
759,0.1195
325,0.12
693,0.1155
849,0.117
680,0.1135
658,0.09
933,0.089
594,0.1005
948,0.091
832,0.1025
339,0.108
317,0.106
791,0.08
427,0.118
926,0.1095
805,0.101
79,0.1125
5,0.103
78,0.091
126,0.1
369,0.108
1,0.1075
702,0.1135
891,0.109
187,0.096
212,0.0975
602,0.1155
309,0.1145
729,0.117
854,0.1005
984,0.105
880,0.0735
445,0.094
998,0.0875
931,0.1035
885,0.1135
141,0.11
345,0.0935
67,0.086
454,0.1015
287,0.113
353,0.114
456,0.1035
717,0.1
712,0.0875
979,0.0995
523,0.109
677,0.095
966,0.092
618,0.114
674,0.0815
207,0.087
929,0.1235
526,0.116
544,0.094
197,0.1055
116,0.101
956,0.0935
861,0.095
396,0.1285
221,0.107
28,0.111
251,0.116
264,0.075
732,0.0965
775,0.119
983,0.104
692,0.1055
125,0.1275
71,0.0855
823,0.075
965,0.1065
168,0.101
788,0.1005
