Input,Percentage
233,0.098
670,0.086
97,0.09
223,0.087
886,0.093
882,0.0925
460,0.095
574,0.091
66,0.0905
797,0.108
723,0.094
322,0.099
423,0.0935
848,0.104
774,0.102
295,0.0865
354,0.091
361,0.0865
51,0.1005
254,0.092
47,0.094
62,0.087
969,0.09
211,0.0885
518,0.105
410,0.1105
273,0.078
230,0.1
505,0.1025
704,0.11
577,0.0885
475,0.1275
504,0.131
378,0.1155
896,0.1195
593,0.119
962,0.1175
50,0.1175
277,0.097
488,0.118
659,0.0995
572,0.1005
985,0.09
661,0.096
424,0.0855
927,0.1035
698,0.0935
559,0.11
746,0.081
52,0.112
304,0.086
73,0.1275
311,0.113
100,0.078
318,0.119
30,0.099
261,0.091
356,0.077
357,0.11
905,0.0885
155,0.0855
757,0.108
324,0.095
845,0.0945
583,0.1075
394,0.1115
411,0.108
923,0.094
950,0.0985
366,0.0955
902,0.0925
585,0.127
305,0.112
987,0.1135
403,0.119
167,0.1135
183,0.106
586,0.1075
922,0.106
632,0.09
413,0.098
666,0.1185
11,0.094
671,0.0985
98,0.0855
766,0.095
397,0.109
960,0.109
903,0.1015
124,0.1025
69,0.0985
540,0.1095
338,0.09
921,0.0915
140,0.116
739,0.0765
12,0.1045
605,0.1155
564,0.095
747,0.089
538,0.096
105,0.112
900,0.116
867,0.103
624,0.1025
993,0.109
452,0.091
429,0.0865
462,0.098
375,0.114
154,0.1225
759,0.1295
325,0.102
693,0.112
849,0.0915
680,0.097
658,0.104
933,0.098
594,0.1355
948,0.1015
832,0.091
339,0.097
317,0.102
791,0.095
427,0.104
926,0.1045
805,0.109
79,0.1105
5,0.0795
78,0.1005
126,0.101
369,0.1065
1,0.1025
702,0.082
891,0.111
187,0.104
212,0.089
602,0.1065
309,0.0985
729,0.112
854,0.124
984,0.122
880,0.096
445,0.103
998,0.1035
931,0.071
885,0.0985
141,0.083
345,0.097
67,0.087
454,0.1035
287,0.1175
353,0.1155
456,0.0995
717,0.1165
712,0.0905
979,0.1045
523,0.102
677,0.1065
966,0.12
618,0.0985
674,0.095
207,0.099
929,0.095
526,0.106
544,0.1035
197,0.1085
116,0.0825
956,0.099
861,0.107
396,0.094
221,0.0785
28,0.0875
251,0.117
264,0.0985
732,0.103
775,0.088
983,0.106
692,0.0945
125,0.0855
71,0.0875
823,0.0775
965,0.1115
168,0.096
788,0.1
288,0.1165
104,0.072
709,0.093
733,0.084
120,0.1175
253,0.0925
688,0.094
244,0.104
122,0.093
181,0.095
697,0.0875
319,0.137
915,0.116
714,0.125
866,0.111
515,0.0995
442,0.117
332,0.106
6,0.084
172,0.084
708,0.0885
321,0.0895
414,0.1095
