Input,Percentage
233,0.0958
670,0.1038
97,0.0968
223,0.1014
886,0.0872
882,0.0976
460,0.098
574,0.109
66,0.0948
797,0.0984
723,0.0964
322,0.0942
423,0.1028
848,0.1062
774,0.1034
295,0.0956
354,0.094
361,0.0922
51,0.1172
254,0.083
47,0.082
62,0.1178
969,0.1062
211,0.1074
518,0.0838
410,0.1
273,0.108
230,0.1018
505,0.0886
704,0.0898
577,0.1068
475,0.1108
504,0.101
378,0.1134
896,0.0968
593,0.0838
962,0.1062
50,0.1138
277,0.1042
488,0.0972
659,0.0986
572,0.1034
985,0.0912
661,0.0894
424,0.1076
927,0.0916
698,0.1066
559,0.1036
746,0.1092
52,0.1028
304,0.1084
73,0.0968
311,0.1204
100,0.0962
318,0.088
30,0.084
261,0.094
356,0.107
357,0.0944
905,0.094
155,0.0986
757,0.1048
324,0.1006
845,0.1094
583,0.098
394,0.0924
411,0.1102
923,0.1028
950,0.0918
366,0.1036
902,0.0846
585,0.1226
305,0.0972
987,0.1086
403,0.1138
167,0.0972
183,0.1172
586,0.1078
922,0.1068
632,0.1144
413,0.1
666,0.0956
11,0.098
671,0.0858
98,0.0846
766,0.0944
397,0.103
960,0.0972
903,0.093
124,0.092
69,0.0932
540,0.113
338,0.1024
921,0.095
140,0.1152
739,0.0788
12,0.0976
605,0.1056
564,0.1002
747,0.0924
538,0.0964
105,0.0956
900,0.0986
867,0.1008
624,0.091
993,0.1006
452,0.0834
429,0.0964
462,0.1108
375,0.0888
154,0.0896
759,0.1176
325,0.0988
693,0.1026
849,0.0998
680,0.088
658,0.1068
933,0.1002
594,0.1074
948,0.1102
832,0.11
339,0.0986
317,0.1032
791,0.104
427,0.092
926,0.1006
805,0.0978
79,0.0878
5,0.095
78,0.1046
126,0.0954
369,0.0932
1,0.0928
702,0.101
891,0.1022
187,0.095
212,0.1036
602,0.0972
309,0.1002
729,0.0954
854,0.096
984,0.1094
880,0.0938
445,0.0914
998,0.1186
931,0.0976
885,0.0956
141,0.0838
345,0.0938
67,0.0984
454,0.1046
287,0.114
353,0.0908
456,0.104
717,0.1122
712,0.0962
979,0.1278
523,0.1134
677,0.1012
966,0.0976
618,0.1026
674,0.1172
207,0.0998
929,0.1008
526,0.1002
544,0.1058
197,0.0894
116,0.1034
956,0.0906
861,0.0906
396,0.106
221,0.09
28,0.1002
251,0.0806
264,0.1016
732,0.0974
775,0.1004
983,0.1118
692,0.087
125,0.0912
71,0.1082
823,0.096
965,0.1014
168,0.102
788,0.1044
288,0.0876
104,0.099
709,0.099
733,0.1054
120,0.104
253,0.0948
688,0.1196
244,0.0946
122,0.1116
181,0.1096
697,0.095
319,0.1174
915,0.095
714,0.111
866,0.1102
515,0.0968
442,0.1184
332,0.0854
6,0.0996
172,0.0912
708,0.096
321,0.0796
414,0.1134
171,0.0904
457,0.1008
169,0.0988
507,0.0912
483,0.0956
352,0.0948
199,0.092
200,0.1166
837,0.0936
271,0.1146
59,0.0784
830,0.0958
552,0.0962
296,0.099
27,0.1062
795,0.095
463,0.0988
841,0.0984
219,0.0938
964,0.0998
614,0.1032
299,0.11
786,0.104
39,0.1156
201,0.1086
606,0.0984
761,0.1138
745,0.104
425,0.107
350,0.1068
367,0.1
626,0.1182
967,0.1014
508,0.1024
542,0.0898
365,0.1026
952,0.081
627,0.094
917,0.0902
381,0.105
77,0.0938
190,0.0984
864,0.0906
137,0.099
138,0.0886
398,0.106
259,0.1058
945,0.106
636,0.0956
250,0.1074
651,0.1
978,0.099
768,0.0928
402,0.0988
897,0.1108
102,0.0938
650,0.0988
433,0.0948
334,0.0908
298,0.093
498,0.0852
678,0.1046
514,0.0958
450,0.1182
740,0.0924
260,0.1108
869,0.1226
130,0.1038
88,0.119
235,0.1088
344,0.1136
620,0.0996
812,0.1106
358,0.0862
806,0.089
371,0.1034
995,0.1094
468,0.1034
46,0.0846
110,0.0892
241,0.108
928,0.0756
170,0.0986
744,0.0866
856,0.0948
164,0.099
40,0.0836
272,0.1118
31,0.0992
284,0.0928
127,0.1028
780,0.0956
41,0.1062
785,0.108
383,0.0978
519,0.095
500,0.0956
441,0.081
315,0.1088
943,0.0874
