Input,Percentage
0,28.659
1,11.59
2,6.731
3,4.649
4,3.581
5,2.741
6,2.284
7,1.859
8,1.524
9,1.397
10,1.217
11,1.143
12,1.016
13,0.902
14,0.806
15,0.759
16,0.807
17,0.605
18,0.65
19,0.615
20,0.539
21,0.53
22,0.468
23,0.463
24,0.458
25,0.396
26,0.387
27,0.401
28,0.344
29,0.358
30,0.358
31,0.341
32,0.345
33,0.295
34,0.279
35,0.292
36,0.252
37,0.244
38,0.242
39,0.263
40,0.232
41,0.212
42,0.228
43,0.229
44,0.205
45,0.205
46,0.176
47,0.191
48,0.136
49,0.205
50,0.174
51,0.168
52,0.174
53,0.144
54,0.152
55,0.152
56,0.13
57,0.136
58,0.151
59,0.155
60,0.105
61,0.153
62,0.12
63,0.103
64,0.156
65,0.111
66,0.107
67,0.094
68,0.143
69,0.083
70,0.111
71,0.158
72,0.099
73,0.084
74,0.093
75,0.106
76,0.086
77,0.088
78,0.099
79,0.098
80,0.106
81,0.121
82,0.085
83,0.103
84,0.085
85,0.056
86,0.104
87,0.097
88,0.081
89,0.08
90,0.078
91,0.077
92,0.079
93,0.092
94,0.051
95,0.096
96,0.049
97,0.086
98,0.054
99,0.081
100,0.047
101,0.093
102,0.05
103,0.071
104,0.083
105,0.038
106,0.07
107,0.067
108,0.049
109,0.061
110,0.074
111,0.053
112,0.049
113,0.072
114,0.069
115,0.043
116,0.054
117,0.048
118,0.058
119,0.092
120,0.04
121,0.064
122,0.057
123,0.061
124,0.05
125,0.049
126,0.049
127,0.057
128,0.061
129,0.046
130,0.054
131,0.04
132,0.049
133,0.047
134,0.039
135,0.044
136,0.04
137,0.043
138,0.031
139,0.04
140,0.051
141,0.047
142,0.054
143,0.049
144,0.051
145,0.044
146,0.057
147,0.036
148,0.034
149,0.02
150,0.042
151,0.048
152,0.04
153,0.042
154,0.051
155,0.019
156,0.047
157,0.044
158,0.057
159,0.051
160,0.021
161,0.034
162,0.036
163,0.042
164,0.039
165,0.025
166,0.04
167,0.045
168,0.034
169,0.028
170,0.047
171,0.03
172,0.017
173,0.035
174,0.042
175,0.045
176,0.015
177,0.044
178,0.049
179,0.012
180,0.056
181,0.044
182,0.005
183,0.044
184,0.051
185,0.005
186,0.054
187,0.048
188,0.013
189,0.044
190,0.018
191,0.029
192,0.046
193,0.005
194,0.045
195,0.043
196,0.008
197,0.051
198,0.018
199,0.04
200,0.038
201,0.013
202,0.038
203,0.008
204,0.04
205,0.021
206,0.022
207,0.041
208,0.008
209,0.035
210,0.002
211,0.057
212,0.013
213,0.034
214,0.026
215,0.028
216,0.034
217,0.016
218,0.037
219,0.011
220,0.032
221,0.007
222,0.041
223,0.007
224,0.039
225,0.009
226,0.048
227,0.009
228,0.044
229,0.007
230,0.043
231,0.005
232,0.041
233,0.01
234,0.049
235,0.01
236,0.033
237,0.007
238,0.036
239,0.017
240,0.029
241,0.033
242,0.008
243,0.04
244,0.009
245,0.044
246,0.005
247,0.029
248,0.006
249,0.044
250,0.005
251,0.02
252,0.025
253,0.001
254,0.042
255,0.007
256,0.044
257,0.007
258,0.017
259,0.021
260,0.008
261,0.034
262,0.004
263,0.038
264,0.006
265,0.015
266,0.032
267,0.005
268,0.05
269,0.001
270,0.011
271,0.034
272,0.006
273,0.044
274,0.002
275,0.014
276,0.03
277,0.006
278,0.039
279,0.006
280,0.004
281,0.046
282,0.003
283,0.033
284,0.019
285,0.001
286,0.043
287,0.002
288,0.001
289,0.037
290,0.007
291,0.013
292,0.032
293,0.012
294,0.033
295,0.011
296,0.003
297,0.04
298,0.008
299,0.004
300,0.044
301,0.003
302,0.007
303,0.044
304,0.002
305,0.002
306,0.052
307,0.005
308,0.001
309,0.044
310,0.003
311,0.009
312,0.04
313,0.007
314,0.0
315,0.041
316,0.005
317,0.0
318,0.039
319,0.006
320,0.003
321,0.032
322,0.004
323,0.002
324,0.046
325,0.001
326,0.007
327,0.033
328,0.011
329,0.005
330,0.018
331,0.022
332,0.004
333,0.008
334,0.032
335,0.004
336,0.003
337,0.047
338,0.002
339,0.009
340,0.02
341,0.025
342,0.009
343,0.004
344,0.035
345,0.004
346,0.003
347,0.039
348,0.011
349,0.004
350,0.015
351,0.027
352,0.001
353,0.002
354,0.025
355,0.014
356,0.004
357,0.003
358,0.032
359,0.003
360,0.004
361,0.019
362,0.019
363,0.004
364,0.003
365,0.052
366,0.006
367,0.005
368,0.002
369,0.037
370,0.001
371,0.006
372,0.009
373,0.024
374,0.006
375,0.002
376,0.017
377,0.021
378,0.009
379,0.0
380,0.028
381,0.015
382,0.006
383,0.0
384,0.031
385,0.008
386,0.007
387,0.0
388,0.026
389,0.011
390,0.006
391,0.0
392,0.033
393,0.016
394,0.005
395,0.001
396,0.03
397,0.009
398,0.007
399,0.001
400,0.015
401,0.024
402,0.007
