Input,Percentage
0,28.528
1,11.5466
2,6.7306
3,4.7014
4,3.5218
5,2.7666
6,2.3042
7,1.9094
8,1.6284
9,1.4306
10,1.2634
11,1.1116
12,1.0342
13,0.9228
14,0.852
15,0.7988
16,0.714
17,0.6352
18,0.6282
19,0.5924
20,0.5374
21,0.504
22,0.4682
23,0.4622
24,0.4302
25,0.4014
26,0.391
27,0.3878
28,0.3442
29,0.3358
30,0.3412
31,0.3016
32,0.3148
33,0.2816
34,0.2802
35,0.2856
36,0.237
37,0.2386
38,0.2334
39,0.2396
40,0.2412
41,0.1974
42,0.2186
43,0.2098
44,0.211
45,0.2002
46,0.187
47,0.183
48,0.1606
49,0.1882
50,0.1674
51,0.1672
52,0.1506
53,0.1826
54,0.1652
55,0.1448
56,0.1432
57,0.1462
58,0.1478
59,0.1454
60,0.1028
61,0.1394
62,0.13
63,0.114
64,0.139
65,0.1262
66,0.1248
67,0.1024
68,0.141
69,0.0994
70,0.0972
71,0.141
72,0.102
73,0.0916
74,0.0956
75,0.0938
76,0.0956
77,0.0996
78,0.0996
79,0.0958
80,0.0966
81,0.1012
82,0.0928
83,0.0968
84,0.0874
85,0.0646
86,0.0994
87,0.0956
88,0.0778
89,0.0832
90,0.0918
91,0.0738
92,0.084
93,0.0876
94,0.057
95,0.093
96,0.0522
97,0.0894
98,0.0576
99,0.1004
100,0.0508
101,0.088
102,0.0506
103,0.061
104,0.0816
105,0.0548
106,0.0768
107,0.0638
108,0.053
109,0.056
110,0.0802
111,0.0536
112,0.0542
113,0.074
114,0.0724
115,0.047
116,0.0544
117,0.0482
118,0.0608
119,0.0758
120,0.0474
121,0.0516
122,0.0548
123,0.0502
124,0.0496
125,0.0484
126,0.0538
127,0.0654
128,0.0636
129,0.0508
130,0.0618
131,0.0444
132,0.051
133,0.0506
134,0.048
135,0.0444
136,0.0424
137,0.0444
138,0.0366
139,0.0404
140,0.048
141,0.0574
142,0.048
143,0.0496
144,0.0462
145,0.0472
146,0.0412
147,0.055
148,0.038
149,0.0204
150,0.0484
151,0.0482
152,0.0468
153,0.0486
154,0.048
155,0.019
156,0.0358
157,0.0462
158,0.0458
159,0.0482
160,0.0166
161,0.0342
162,0.0428
163,0.0388
164,0.032
165,0.02
166,0.051
167,0.0488
168,0.0332
169,0.0256
170,0.054
171,0.0442
172,0.0194
173,0.037
174,0.0438
175,0.0384
176,0.021
177,0.0456
178,0.0498
179,0.0074
180,0.0456
181,0.046
182,0.0062
183,0.046
184,0.0462
185,0.0052
186,0.043
187,0.0436
188,0.0092
189,0.041
190,0.0294
191,0.0264
192,0.0402
193,0.0078
194,0.0456
195,0.0452
196,0.0076
197,0.0414
198,0.0122
199,0.0446
200,0.0424
201,0.013
202,0.0416
203,0.0058
204,0.0434
205,0.0294
206,0.0264
207,0.0446
208,0.005
209,0.0436
210,0.008
211,0.0444
212,0.0104
213,0.0436
214,0.026
215,0.024
216,0.033
217,0.016
218,0.0414
219,0.0062
220,0.044
221,0.0084
222,0.0468
223,0.0056
224,0.042
225,0.007
226,0.0462
227,0.0068
228,0.04
229,0.0066
230,0.0446
231,0.008
232,0.0386
233,0.004
234,0.0412
235,0.0082
236,0.041
237,0.0074
238,0.0296
239,0.0154
240,0.0202
241,0.0198
242,0.0144
243,0.0326
244,0.0038
245,0.035
246,0.0062
247,0.0416
248,0.0064
249,0.0452
250,0.0062
251,0.0198
252,0.0214
253,0.005
254,0.0404
255,0.0064
256,0.0442
257,0.0072
258,0.022
259,0.0226
260,0.0058
261,0.0396
262,0.0058
263,0.0436
264,0.005
265,0.0138
