Input,Percentage
233,7.0E-4
670,0.0556
97,0.017
223,0.1139
886,0.3517
882,0.0
460,0.0411
574,0.0203
66,0.1235
797,0.3292
723,0.0
322,0.0685
423,0.0088
848,0.1914
774,0.2243
295,0.0189
354,0.0558
361,0.0
51,0.2415
254,0.2101
47,0.0285
62,0.0352
969,0.0
211,0.297
518,0.1217
410,0.0296
273,0.0327
230,0.0
505,0.3011
704,0.097
577,0.0325
475,0.0468
504,0.0
378,0.3301
896,0.1103
593,0.0345
962,0.0354
50,0.0541
277,0.3751
488,6.0E-4
659,0.0398
572,0.0142
985,0.1147
661,0.3195
424,0.0
927,0.0494
698,0.0129
559,0.0834
746,0.3058
52,0.0
304,0.0621
73,0.0026
311,0.2012
100,0.2147
318,0.0062
30,0.0645
261,0.0
356,0.1734
357,0.2263
905,0.0105
155,0.065
757,0.0
324,0.2545
845,0.1674
583,0.015
394,0.0277
411,0.0
923,0.2978
950,0.0845
366,0.0565
902,0.0232
585,0.0
305,0.3447
987,0.0956
403,0.0434
167,0.0318
183,0.0049
586,0.3948
922,0.0193
632,0.04
413,0.0166
666,0.112
11,0.2827
671,0.0
98,0.0483
766,0.0099
397,0.0944
960,0.3299
903,0.0
124,0.0511
69,0.0152
540,0.1261
338,0.2538
921,0.0043
140,0.0685
739,0.0
12,0.1956
605,0.2076
564,0.0165
747,0.049
538,0.0
105,0.2567
900,0.2194
867,0.0252
624,0.0528
993,0.0
452,0.3009
429,0.1044
462,0.0348
375,0.0255
154,0.0
759,0.3145
325,0.0993
693,0.0418
849,0.0441
680,0.0
658,0.3858
933,0.0394
594,0.0485
948,0.0332
832,0.0774
339,0.3093
317,0.0
791,0.0468
427,0.023
926,0.1249
805,0.2824
79,0.0
5,0.054
78,0.016
126,0.1347
369,0.2818
1,0.0096
702,0.0528
891,0.0021
187,0.2072
212,0.2231
602,0.0234
309,0.0452
729,0.0
854,0.1849
984,0.2002
880,0.0188
445,0.0431
998,0.0
931,0.3073
885,0.1117
141,0.0374
345,0.0362
67,0.0
454,0.3386
287,0.1238
353,0.0393
456,0.0375
717,0.0
712,0.3703
979,0.0574
523,0.0382
677,0.0273
966,0.0528
618,0.3468
674,0.0
207,0.0613
929,0.021
526,0.1033
544,0.3213
197,0.0
116,0.038
956,0.0246
861,0.1302
396,0.2969
221,0.0
28,0.0521
251,0.0026
264,0.1757
732,0.2223
775,0.0246
983,0.0493
692,0.0
125,0.1838
71,0.1899
823,0.0171
965,0.0517
168,0.0
788,0.2505
288,0.1302
104,0.0291
709,0.0438
733,0.0
120,0.3108
253,0.1191
688,0.0355
244,0.0416
122,0.0
181,0.3177
697,0.0566
319,0.021
915,0.0437
714,0.0479
866,0.3512
515,0.0
442,0.0549
332,0.0237
6,0.1337
172,0.2909
708,0.0
321,0.0556
414,0.019
171,0.097
457,0.3163
169,0.0
507,0.0545
483,0.0084
352,0.2278
199,0.2421
200,0.0204
837,0.0544
271,0.0
59,0.2046
830,0.1762
552,0.021
296,0.0332
27,0.0
795,0.2373
463,0.1475
841,0.0257
219,0.0505
964,0.0
614,0.3118
299,0.1064
786,0.0361
39,0.0179
201,0.0
606,0.3543
761,0.0819
745,0.0364
425,0.04
350,0.0338
367,0.3499
626,0.0
967,0.0492
508,0.0226
542,0.083
365,0.3405
952,0.0
627,0.0401
917,0.0201
381,0.0976
77,0.3744
190,0.0
864,0.061
137,0.0088
138,0.1739
398,0.2338
259,0.005
945,0.0814
636,0.0
250,0.247
651,0.1917
978,0.0132
768,0.0488
402,0.0
897,0.3015
102,0.1567
650,0.0122
433,0.0739
334,0.0
298,0.3293
498,0.1098
678,0.0368
514,0.0425
450,0.0
740,0.3053
260,0.114
869,0.0307
130,0.0318
88,0.0101
235,0.4091
344,0.0164
620,0.039
812,0.0205
358,0.0988
806,0.3058
371,0.0
995,0.0695
468,0.0114
46,0.1297
110,0.3204
241,0.0
928,0.0593
170,0.0187
744,0.1725
856,0.236
164,0.0102
40,0.0636
272,0.0
31,0.2087
284,0.2166
