Input,Percentage
233,0.008
670,0.06
97,0.0
223,0.043
886,0.358
882,0.0
460,0.099
574,0.001
66,0.123
797,0.249
723,0.0
322,0.055
423,0.006
848,0.234
774,0.134
295,0.046
354,0.0
361,0.0
51,0.234
254,0.19
47,0.012
62,0.026
969,0.0
211,0.183
518,0.137
410,0.015
273,0.048
230,0.0
505,0.205
704,0.076
577,0.028
475,0.007
504,0.0
378,0.358
896,0.14
593,0.095
962,0.017
50,0.045
277,0.37
488,0.0
659,0.053
572,0.01
985,0.097
661,0.479
424,0.0
927,0.01
698,0.001
559,0.098
746,0.269
52,0.0
304,0.084
73,0.009
311,0.212
100,0.25
318,0.0
30,0.077
261,0.0
356,0.243
357,0.205
905,0.012
155,0.048
757,0.0
324,0.28
845,0.257
583,0.052
394,0.02
411,0.0
923,0.204
950,0.055
366,0.048
902,0.053
585,0.0
305,0.34
987,0.09
403,0.031
167,0.031
183,0.012
586,0.487
922,0.024
632,0.025
413,0.01
666,0.162
11,0.328
671,0.0
98,0.077
766,0.033
397,0.065
960,0.244
903,0.0
124,0.043
69,0.016
540,0.172
338,0.279
921,0.0
140,0.052
739,0.0
12,0.314
605,0.276
564,0.047
747,0.05
538,0.0
105,0.18
900,0.197
867,0.009
624,0.022
993,0.0
452,0.228
429,0.015
462,0.078
375,0.051
154,0.0
759,0.334
325,0.1
693,0.012
849,0.039
680,0.0
658,0.402
933,0.039
594,0.066
948,0.026
832,0.143
339,0.282
317,0.0
791,0.065
427,0.008
926,0.148
805,0.193
79,0.0
5,0.015
78,0.007
126,0.086
369,0.185
1,0.016
702,0.123
891,0.0
187,0.133
212,0.203
602,0.0
309,0.003
729,0.0
854,0.131
984,0.116
880,0.005
445,0.04
998,0.0
931,0.271
885,0.131
141,0.019
345,0.016
67,0.0
454,0.25
287,0.055
353,0.06
456,0.007
717,0.0
712,0.459
979,0.023
523,0.04
677,0.028
966,0.096
618,0.283
674,0.0
207,0.051
929,0.0
526,0.095
544,0.253
197,0.0
116,0.001
956,0.0
861,0.087
396,0.41
221,0.0
28,0.081
251,0.0
264,0.182
732,0.143
775,0.016
983,0.037
692,0.0
125,0.269
71,0.246
823,0.03
965,0.048
168,0.0
788,0.277
288,0.204
104,0.036
709,0.037
733,0.0
120,0.338
253,0.101
688,0.011
244,0.018
122,0.0
181,0.441
697,0.046
319,0.019
915,0.0
714,0.035
866,0.32
515,0.0
442,0.043
332,0.036
6,0.126
172,0.311
708,0.0
321,0.078
414,0.023
171,0.131
457,0.256
169,0.0
507,0.027
483,0.01
352,0.175
199,0.212
200,0.006
837,0.111
271,0.0
59,0.242
830,0.286
552,0.026
296,0.025
27,0.0
795,0.283
463,0.208
841,0.015
219,0.019
964,0.0
614,0.351
299,0.172
786,0.027
39,0.017
201,0.0
606,0.247
761,0.119
745,0.047
425,0.021
350,0.042
367,0.312
626,0.0
967,0.001
508,0.015
542,0.072
365,0.275
952,0.0
627,0.031
917,0.011
381,0.071
77,0.238
190,0.0
864,0.026
137,0.01
138,0.21
398,0.26
259,0.011
945,0.074
636,0.0
250,0.115
651,0.143
978,0.009
768,0.038
402,0.0
897,0.21
102,0.146
650,0.028
433,0.039
334,0.0
298,0.218
498,0.16
678,0.058
514,0.043
450,0.0
740,0.378
260,0.108
869,0.018
130,0.023
88,0.017
235,0.428
344,0.011
620,0.028
812,0.072
358,0.103
806,0.183
371,0.0
995,0.083
468,0.069
46,0.13
110,0.355
241,0.0
928,0.036
170,0.009
744,0.314
856,0.379
164,0.0
40,0.039
272,0.0
31,0.149
284,0.127
127,0.0
780,0.099
41,0.0
785,0.142
383,0.114
519,0.023
