Input,Percentage
233,0.002
670,0.0615
97,0.0115
223,0.09075
886,0.31825
882,0.0
460,0.04725
574,0.02
66,0.07675
797,0.298
723,0.0
322,0.06975
423,0.0
848,0.217
774,0.18175
295,0.0175
354,0.03
361,0.0
51,0.22125
254,0.30775
47,0.01275
62,0.042
969,0.0
211,0.212
518,0.1455
410,0.038
273,0.07375
230,0.0
505,0.324
704,0.09
577,0.033
475,0.03425
504,0.0
378,0.27775
896,0.11125
593,0.0415
962,0.00775
50,0.0545
277,0.35325
488,0.0
659,0.0585
572,0.01975
985,0.107
661,0.42675
424,0.0
927,0.02575
698,0.0155
559,0.0895
746,0.30575
52,0.0
304,0.037
73,0.01
311,0.19425
100,0.2925
318,0.004
30,0.03925
261,0.0
356,0.23725
357,0.18575
905,0.00825
155,0.06025
757,0.0
324,0.322
845,0.161
583,0.03175
394,0.056
411,0.0
923,0.33825
950,0.09225
366,0.02575
902,0.04075
585,0.0
305,0.2965
987,0.10775
403,0.01925
167,0.0155
183,0.0105
586,0.43625
922,0.03775
632,0.036
413,0.0125
666,0.1185
11,0.35125
671,0.0
98,0.05325
766,0.00575
397,0.1115
960,0.29775
903,0.0
124,0.056
69,0.0035
540,0.09175
338,0.2575
921,0.004
140,0.0805
739,0.0
12,0.2675
605,0.22175
564,0.01675
747,0.03375
538,0.0
105,0.27225
900,0.261
867,0.013
624,0.035
993,0.0
452,0.302
429,0.12
462,0.0595
375,0.04325
154,0.0
759,0.2625
325,0.11625
693,0.0445
849,0.049
680,0.0
658,0.38925
933,0.07075
594,0.04275
948,0.0195
832,0.11075
339,0.29925
317,0.0
791,0.07625
427,0.018
926,0.10975
805,0.38575
79,0.0
5,0.05475
78,0.0285
126,0.169
369,0.2255
1,0.0135
702,0.057
891,0.0
187,0.2265
212,0.21175
602,0.01425
309,0.05
729,0.0
854,0.15375
984,0.22375
880,0.025
445,0.04325
998,0.0
931,0.33025
885,0.11375
141,0.01925
345,0.0245
67,0.0
454,0.218
287,0.1105
353,0.024
456,0.043
717,0.0
712,0.3485
979,0.04325
523,0.0395
677,0.017
966,0.086
618,0.38725
674,0.0
207,0.04525
929,0.02
526,0.09
544,0.23675
197,0.0
116,0.05075
956,0.023
861,0.145
396,0.36425
221,0.0
28,0.05
251,0.00325
264,0.22575
732,0.1815
775,0.01575
983,0.059
692,0.0
125,0.187
71,0.2565
823,0.013
965,0.049
168,0.0
788,0.29175
288,0.1735
104,0.01925
709,0.03075
733,0.0
120,0.27125
253,0.1005
688,0.0415
244,0.04475
122,0.0
181,0.3455
697,0.05825
319,0.04175
915,0.032
714,0.033
866,0.371
515,0.0
442,0.0595
332,0.0085
6,0.106
172,0.32375
708,0.0
321,0.03275
414,0.019
171,0.098
457,0.3175
169,0.0
507,0.06425
483,0.004
352,0.2005
199,0.17925
200,0.01225
837,0.07375
271,0.0
59,0.22725
830,0.23025
552,0.00575
296,0.05225
27,0.0
795,0.2785
463,0.10325
841,0.03975
219,0.022
964,0.0
614,0.33525
299,0.11325
786,0.0395
39,0.033
201,0.0
606,0.31575
761,0.077
745,0.04975
425,0.0285
350,0.05175
367,0.328
626,0.0
967,0.03725
508,0.016
542,0.13025
365,0.23875
952,0.0
627,0.06125
917,0.0145
381,0.14725
77,0.35375
190,0.0
864,0.06275
137,0.0
138,0.163
398,0.1975
259,0.00725
945,0.0345
636,0.0
250,0.16425
651,0.186
978,0.02775
768,0.055
402,0.0
897,0.23925
102,0.1495
650,0.015
433,0.05925
334,0.0
298,0.293
498,0.076
678,0.0335
514,0.0395
450,0.0
740,0.34375
260,0.09875
869,0.0235
130,0.02475
88,0.00625
235,0.36525
344,0.0165
620,0.05525
812,0.03175
358,0.11725
806,0.36725
371,0.0
995,0.05475
468,0.01425
46,0.1195
110,0.334
241,0.0
928,0.057
170,0.00775
744,0.2045
856,0.229
164,0.01725
40,0.03875
272,0.0
31,0.24475
284,0.2105
127,0.01325
780,0.06825
41,0.0
785,0.2495
383,0.2385
519,0.02775
500,0.03725
441,0.0
315,0.3345
943,0.10525
393,0.04425
772,0.04075
781,0.0
406,0.29675
408,0.096
588,0.03225
65,0.05025
762,0.0
87,0.397
274,0.02275
860,0.04125
700,0.0295
355,0.093
326,0.3005
278,0.0
649,0.02475
360,0.01225
634,0.09075
291,0.314
330,0.0
234,0.05175
846,0.018
185,0.17975
592,0.27525
690,2.5E-4
506,0.03425
364,2.5E-4
972,0.20125
509,0.2695
568,0.0255
265,0.04675
314,0.0
392,0.20675
472,0.20525
484,0.0035
834,0.0765
535,0.0
464,0.2595
842,0.12375
543,0.0315
916,0.04425
773,0.0
522,0.36625
803,0.1195
229,0.04975
990,0.044
875,0.0
374,0.29175
937,0.0665
909,0.0395
977,0.03575
118,0.0605
722,0.30775
898,0.0
173,0.05125
276,0.0155
652,0.10825
851,0.33775
286,0.0
487,0.04325
119,0.01525
368,0.1685
631,0.30175
114,0.0
767,0.046
935,0.0
589,0.2405
879,0.17675
782,0.02425
232,0.04725
513,0.0
821,0.20575
494,0.1545
689,0.009
228,0.08025
771,0.0
765,0.28
920,0.13025
188,0.0275
85,0.0445
389,0.0
479,0.3535
143,0.1315
906,0.02975
92,0.025
448,0.0
862,0.3045
502,0.08225
944,0.02225
461,0.03325
681,0.06175
436,0.351
857,0.0
847,0.0445
691,0.01525
719,0.1115
492,0.268
881,0.0
545,0.051
306,0.00525
743,0.098
215,0.33825
101,0.0
705,0.03675
382,0.00175
814,0.16925
992,0.201
206,0.00575
557,0.0565
838,0.0
194,0.22425
531,0.253
737,0.00125
485,0.07225
828,0.0
707,0.21925
123,0.1425
621,0.043
203,0.04675
800,0.0
262,0.283
327,0.13975
48,0.0275
807,0.01825
801,0.0
863,0.37925
129,0.10725
434,0.024
177,0.0525
310,0.04925
738,0.29075
440,0.0
8,0.06025
263,0.02525
91,0.08725
657,0.30725
268,0.0
451,0.02925
135,0.024
151,0.0905
999,0.329
779,0.0
942,0.04
571,0.0035
813,0.21925
638,0.25925
844,0.0115
833,0.045
391,0.0
300,0.18275
255,0.23075
529,0.028
204,0.04475
769,0.0
486,0.2875
941,0.2105
58,0.0375
576,0.055
17,0.0
242,0.3005
563,0.10625
695,0.02075
86,0.04025
874,0.0
734,0.39925
790,0.09425
149,0.0195
802,0.02075
111,0.01125
787,0.42575
938,0.025
9,0.03725
537,0.0165
61,0.11275
573,0.386
430,0.0
534,0.03275
4,0.00325
617,0.08925
703,0.332
892,0.0
362,0.04825
877,0.00875
890,0.122
21,0.18425
836,2.5E-4
481,0.0655
961,0.0
758,0.20875
109,0.21225
184,0.027
547,0.0635
610,0.0
925,0.194
591,0.2025
176,0.01725
783,0.04625
810,0.0
973,0.2975
431,0.11175
852,0.0355
395,0.04625
44,0.0
721,0.3515
444,0.11275
895,0.03725
289,0.02375
672,0.0
804,0.31075
449,0.0375
412,0.05475
870,0.0265
974,0.10225
2,0.2955
976,0.0
237,0.0615
72,0.015
597,0.1025
