Input,Percentage
0,28.3715
1,11.5875
2,6.7775
3,4.717
4,3.49
5,2.8125
6,2.3095
7,1.92
8,1.6275
9,1.441
10,1.248
11,1.1265
12,1.028
13,0.924
14,0.858
15,0.7765
16,0.698
17,0.624
18,0.674
19,0.5955
20,0.5285
21,0.4985
22,0.4495
23,0.4745
24,0.4425
25,0.4175
26,0.4035
27,0.398
28,0.36
29,0.3435
30,0.3165
31,0.3015
32,0.321
33,0.2805
34,0.267
35,0.2925
36,0.2495
37,0.2415
38,0.2315
39,0.243
40,0.2245
41,0.211
42,0.245
43,0.1965
44,0.201
45,0.2
46,0.1855
47,0.1765
48,0.1565
49,0.199
50,0.1465
51,0.1625
52,0.15
53,0.164
54,0.159
55,0.165
56,0.163
57,0.162
58,0.1485
59,0.156
60,0.111
61,0.155
62,0.1365
63,0.1195
64,0.1475
65,0.101
66,0.118
67,0.0975
68,0.1235
69,0.118
70,0.1045
71,0.1555
72,0.094
73,0.104
74,0.1065
75,0.103
76,0.0845
77,0.0985
78,0.1015
79,0.0935
80,0.0975
81,0.1
82,0.0895
83,0.0925
84,0.092
85,0.0705
86,0.098
87,0.095
88,0.0975
89,0.068
90,0.088
91,0.0745
92,0.087
93,0.089
94,0.0535
95,0.089
96,0.056
97,0.088
98,0.062
99,0.091
100,0.0515
101,0.0935
102,0.0545
103,0.06
104,0.0915
105,0.0595
106,0.0745
107,0.0585
108,0.058
109,0.0595
110,0.088
111,0.0585
112,0.0475
113,0.0765
114,0.0605
115,0.0455
116,0.061
117,0.054
118,0.0535
119,0.078
120,0.0495
121,0.0535
122,0.048
123,0.053
124,0.0485
125,0.052
126,0.044
127,0.058
128,0.0655
129,0.051
130,0.0605
131,0.0435
132,0.046
133,0.053
134,0.0375
135,0.036
136,0.036
137,0.041
138,0.027
139,0.04
140,0.048
141,0.0495
142,0.0545
143,0.047
144,0.044
145,0.049
146,0.043
147,0.049
148,0.031
149,0.021
150,0.059
151,0.053
152,0.0495
153,0.0445
154,0.0455
155,0.017
156,0.05
157,0.041
158,0.041
159,0.0385
160,0.0145
161,0.0375
162,0.037
163,0.0535
164,0.0435
165,0.026
166,0.047
167,0.0455
168,0.0335
169,0.0185
170,0.046
171,0.054
172,0.0165
173,0.0375
174,0.039
175,0.04
176,0.018
177,0.0375
178,0.0455
179,0.0055
180,0.0495
181,0.0435
182,0.006
183,0.0465
184,0.0405
185,0.01
186,0.0445
187,0.038
188,0.013
189,0.041
190,0.0315
191,0.023
192,0.0425
193,0.0065
194,0.0485
195,0.0395
196,0.003
197,0.041
198,0.014
199,0.042
200,0.036
201,0.0155
202,0.046
203,0.003
204,0.047
205,0.028
206,0.0245
207,0.039
208,0.004
209,0.0365
210,0.0055
211,0.0435
212,0.011
213,0.04
214,0.027
215,0.0255
216,0.035
217,0.0205
218,0.0445
219,0.005
220,0.0395
221,0.005
222,0.046
223,0.009
224,0.0395
225,0.0085
226,0.053
227,0.006
228,0.037
229,0.009
230,0.0455
231,0.006
232,0.045
233,0.0095
234,0.0365
235,0.0075
236,0.0445
237,0.003
238,0.033
239,0.0115
240,0.024
241,0.0275
242,0.017
243,0.0315
244,0.006
245,0.0455
246,0.0055
247,0.0355
248,0.0095
249,0.0435
250,0.002
251,0.027
252,0.018
253,0.006
254,0.038
255,0.004
256,0.0385
257,0.008
258,0.0225
259,0.0275
260,0.0055
261,0.044
262,0.0075
263,0.039
264,0.0055
265,0.015
266,0.028
267,0.008
268,0.0435
269,0.0065
270,0.011
271,0.034
272,0.0055
273,0.0375
274,0.0065
275,0.0115
276,0.03
277,0.005
278,0.0315
279,0.0095
280,0.004
281,0.04
282,0.0095
283,0.017
284,0.019
285,0.0065
286,0.04
287,0.006
288,0.005
289,0.037
290,0.004
291,0.01
292,0.0275
293,0.0045
294,0.0205
295,0.017
296,0.0055
297,0.0385
298,0.0135
299,0.0035
300,0.0485
301,0.0035
302,0.0035
303,0.0535
304,0.0015
305,0.003
306,0.038
307,0.0075
308,0.002
309,0.039
310,0.006
311,0.006
312,0.0365
313,0.0025
314,0.0015
315,0.0405
316,0.0055
317,0.001
318,0.0415
319,0.0045
320,0.002
321,0.039
322,0.003
323,0.003
324,0.054
325,0.0015
326,0.004
327,0.037
328,0.0135
329,0.007
330,0.02
331,0.019
332,0.006
333,0.0035
334,0.0335
335,0.0045
336,0.0015
337,0.0315
338,0.002
339,0.002
340,0.018
341,0.021
342,0.009
343,0.0015
344,0.0395
345,0.004
